codigo_ocupacion,nombre_ocupacion
"2145","Ingeniero mecánico, automotores"
"2145","Ingeniero mecánico, automóviles"
"2145","Ingeniero mecánico, calefacción, ventilación y refrigeración"
"2145","Ingeniero mecánico, climatización"
"2145","Ingeniero mecánico, construcción naval"
"2145","Ingeniero mecánico, energía nuclear"
"2145","Ingeniero mecánico, instrumentos científicos"
"2145","Ingeniero mecánico, maquinaria y herramientas industriales"
"2145","Ingeniero mecánico, mecánica de precisión"
"2145","Ingeniero mecánico, motores a reacción"
"2145","Ingeniero mecánico, motores diesel"
"2145","Ingeniero mecánico, motores marinos"
"2145","Ingeniero mecánico, motores y equipo para barcos"
"2145","Ingeniero mecánico, motores/excepto los marinos"
"2145","Ingeniero mecánico, motores/locomotoras a vapor"
"2145","Ingeniero mecánico, refrigeración"
"2145","Ingeniero mecánico, turbinas de gas"
"2147","Ingeniero metalúrgico"
"2147","Ingeniero metalúrgico, minerales radioactivos"
"2147","Ingeniero metalúrgico, producción y afino/metales"
"2147","Ingeniero metalúrgico, tratamiento de los metales"
"2146","Ingeniero químico"
"2146","Ingeniero químico, alimentos y bebidas"
"2146","Ingeniero químico, carburantes"
"2146","Ingeniero químico, caucho"
"2146","Ingeniero químico, colores y pinturas"
"2146","Ingeniero químico, fabricación"
"2146","Ingeniero químico, fibras textiles"
"2146","Ingeniero químico, gas/producción y distribución"
"2146","Ingeniero químico, material plástico"
"2146","Ingeniero químico, papel"
"2146","Ingeniero químico, petróleo y gas natural"
"2144","Ingeniero, aeroespacio"
"2139","Ingeniero, aplicaciones de la informática"
"2145","Ingeniero, calefacción, ventilación y refrigeración"
"2142","Ingeniero, canales y puertos"
"2149","Ingeniero, cemento"
"2149","Ingeniero, cerámica"
"2145","Ingeniero, climatización"
"2145","Ingeniero, construcción aeronáutica"
"2145","Ingeniero, construcción de automóviles"
"2145","Ingeniero, construcción naval"
"2145","Ingeniero, criogenia"
"2142","Ingeniero, dragado"
"2149","Ingeniero, eficiencia comercial"
"2144","Ingeniero, electronicista"
"2145","Ingeniero, energía nuclear"
"2149","Ingeniero, estudio de tiempos y movimientos"
"2149","Ingeniero, estudio del trabajo"
"2147","Ingeniero, fundición"
"2211","Ingeniero, genética"
"2142","Ingeniero, hidrología"
"2149","Ingeniero, imprenta"
"2142","Ingeniero, irrigación"
"2131","Ingeniero, logical"
"2145","Ingeniero, lubricación"
"2145","Ingeniero, maquinaria y herramientas industriales"
"2149","Ingeniero, métodos"
"2147","Ingeniero, minas"
"2147","Ingeniero, minas/carbón"
"2147","Ingeniero, minas/diamantes"
"2147","Ingeniero, minas/metales"
"2147","Ingeniero, minas/petróleo y gas natural"
"2145","Ingeniero, motores de combustión interna"
"2145","Ingeniero, motores de locomotoras"
"2145","Ingeniero, motores diesel"
"2145","Ingeniero, naval"
"2149","Ingeniero, organización industrial"
"2149","Ingeniero, organización y métodos"
"2149","Ingeniero, organización/cálculo de costos"
"2147","Ingeniero, perforación/pozos de petróleo y de gas"
"2146","Ingeniero, petróleo"
"2149","Ingeniero, planificación"
"2149","Ingeniero, producción"
"2149","Ingeniero, robótica"
"2142","Ingeniero, sanidad"
"2149","Ingeniero, seguridad"
"2147","Ingeniero, siderurgia"
"2131","Ingeniero, sistemas informáticos"
"2149","Ingeniero, sistemas/excepto informáticos"
"2144","Ingeniero, telecomunicaciones"
"2144","Ingeniero, telecomunicaciones/aeroespaciales"
"2144","Ingeniero, telecomunicaciones/radar"
"2144","Ingeniero, telecomunicaciones/radio"
"2144","Ingeniero, telecomunicaciones/sistemas de señales"
"2144","Ingeniero, telecomunicaciones/teléfonos"
"2144","Ingeniero, telecomunicaciones/telégrafos"
"2144","Ingeniero, telecomunicaciones/televisión"
"2141","Ingeniero, tránsito"
"6112","Injertador"
"2211","Inmunólogo"
"6122","Inseminador, aves"
"6121","Inseminador, ganado"
"7343","Insolador, fotograbado/imprenta"
"1120","Inspector general, policía nacional"
"3112","Inspector técnico, ingeniería civil"
"3141","Inspector técnico, marina/mercante"
"3415","Inspector técnico, ventas"
"3449","Inspector, administración pública"
"4133","Inspector, administrativo/barcaza"
"4133","Inspector, administrativo/carga"
"4133","Inspector, administrativo/transporte por carretera"
"4133","Inspector, administrativo/transporte por ferrocarril"
"3152","Inspector, control de calidad"
"3152","Inspector, control de calidad/electricidad"
"3152","Inspector, control de calidad/equipos eléctricos"
"3152","Inspector, control de calidad/equipos electrónicos"
"3152","Inspector, control de calidad/máquinas"
"3152","Inspector, control de calidad/procesos industriales"
"3152","Inspector, control de calidad/productos mecánicos"
"3152","Inspector, control de calidad/servicios"
"3152","Inspector, control de calidad/tejidos"
"3449","Inspector, control de precios"
"2352","Inspector, escuelas"
"3442","Inspector, hacienda"
"3151","Inspector, incendios"
"3441","Inspector, inmigración"
"3449","Inspector, listas electorales"
"3151","Inspector, obras y edificios"
"3441","Inspector, pasaportes"
"3443","Inspector, pensiones"
"3449","Inspector, pesas y medidas"
"3450","Inspector, policía"
"3441","Inspector, policía de fronteras"
"3449","Inspector, salarios"
"3222","Inspector, sanidad"
"3443","Inspector, seguridad social"
"3152","Inspector, seguridad y salud"
"3152","Inspector, seguridad y salud/contaminación del medio ambiente"
"3152","Inspector, seguridad y salud/cuidados a los niños"
"3152","Inspector, seguridad y salud/electricidad"
"3152","Inspector, seguridad y salud/establecimientos"
"3152","Inspector, seguridad y salud/fábricas"
"3152","Inspector, seguridad y salud/protección de los consumidores"
"3152","Inspector, seguridad y salud/seguridad industrial"
"3152","Inspector, seguridad y salud/tiendas y comercios"
"3152","Inspector, seguridad y salud/trabajo"
"3152","Inspector, seguridad y salud/tratamiento de desechos industriales"
"3152","Inspector, seguridad y salud/vehículos"
"3152","Inspector, seguridad/productos"
"3417","Inspector, siniestros"
"3152","Inspector, vehículos/especificaciones técnicas"
"7134","Instalador, aislación térmica"
"7134","Instalador, aislación/calderas y tuberías"
"7134","Instalador, aislación/edificios"
"7243","Instalador, antenas de radio"
"7243","Instalador, antenas de televisión"
"7245","Instalador, cables de teléfonos"
"7245","Instalador, cables de telégrafos"
"7245","Instalador, cables para tracción de vehículos eléctricos"
"7245","Instalador, cables subterráneos"
"7245","Instalador, cables subterráneos/transporte de corriente eléctrica"
"7134","Instalador, insonorización"
"7245","Instalador, líneas catenarias"
"7245","Instalador, líneas de energía eléctrica"
"7245","Instalador, líneas de energía eléctrica/tendido aéreo"
"7245","Instalador, líneas de teléfonos"
"7245","Instalador, líneas de telégrafos"
"7245","Instalador, líneas eléctricas"
"7245","Instalador, líneas eléctricas/tracción"
"7134","Instalador, material aislante"
"7134","Instalador, refrigeración y climatización"
"7244","Instalador, teléfonos"
"7244","Instalador, telégrafos"
"7136","Instalador, tuberías"
"7136","Instalador, tuberías/aeronaves"
"7136","Instalador, tuberías/barcos"
"7136","Instalador, tuberías/buques"
"7136","Instalador, tuberías/desagüe"
"7136","Instalador, tuberías/distribución de agua"
"7136","Instalador, tuberías/gas"
"7136","Instalador, tuberías/vapor de agua"
"7136","Instalador, tuberías/ventilación"
"3340","Instructor, conducción/vehículos automotores"
"3340","Instructor, navegación/vela"
"3340","Instructor, vuelo"
"2453","Instrumentista"
"2444","Intérprete"
"1120","Interventor de cuentas, administración pública"
"1120","Interventor general"
"2411","Interventor, cuentas"
"3151","Investigador, incendios"
"6113","Jardinero"
"6113","Jardinero, campos de deporte"
"6113","Jardinero, parques"
"6113","Jardinero, semillero"
"6113","Jardinero, viveros"
"5123","Jefe de camareros"
"1120","Jefe de departamento, administración pública"
"1226","Jefe de estación, ferrocarril"
"1110","Jefe de Estado"
"1110","Jefe de gobierno"
"3141","Jefe de máquinas, barco"
"3115","Jefe de muelle"
"3115","Jefe de muelle, carenado"
"1232","Jefe de personal, empresa"
"1130","Jefe de pueblo"
"8312","Jefe de tren, mercancías"
"3115","Jefe de varadero"
"1130","Jefe tradicional, pequeña población"
"5122","Jefe, cocina"
"1226","Jefe, oficina de correos"
"1226","Jefe, oficina postal"
"3475","Jockey"
"9211","Jornalero"
"7313","Joyero"
"7313","Joyero reparador"
"2422","Juez"
"2422","Juez civil"
"2422","Juez de instrucción"
"2422","Juez de paz"
"2422","Juez itinerante"
"2422","Juez, alzada"
"2422","Juez, arbitrador"
"3475","Juez, boxeo"
"3475","Juez, cancha"
"2422","Juez, distrito"
"2422","Juez, municipal"
"2422","Juez, ordinario"
"2422","Juez, pedáneo"
"2422","Juez, penal"
"2422","Juez, primera instancia"
"3475","Juez, salida/carreras"
"2422","Juez, trabajo"
"2422","Juez, tribunal de apelación"
"2422","Juez, tribunal de arbitraje"
"2422","Juez, tribunal de casación"
"2422","Juez, tribunal de cuentas"
"2422","Juez, tribunal supremo"
"2421","Jurisconsulto"
"2429","Jurista, excepto abogado o juez"
"3226","Kinesiterapeuta"
"8212","Labrante pulimentador, a máquina/piedra"
"7113","Labrante, chorro de arena"
"7113","Labrante, piedra"
"7113","Labrante-mampostero, monumentos"
"7412","Laminador, chocolate"
"7313","Laminador, metales preciosos"
"7416","Laminador, vena de tabaco"
"7322","Laminador, vidrio"
"8340","Lanchero"
"7313","Lapidario"
"9120","Lavador ambulante, cristales de automóviles"
"9322","Lavador, artículos textiles/a mano"
"9142","Lavador, coches/a mano"
"7441","Lavador, cueros"
"9322","Lavador, cueros y pieles/a mano"
"7431","Lavador, fibras de lana"
"7431","Lavador, lana"
"8112","Lavador, minerales"
"9322","Lavador, reses/carnicería (a mano)"
"9322","Lavador, taller de fabricación/a mano"
"9133","Lavandero, a mano"
"9133","Lavandero, a mano/lavandería"
"9132","Lavaplatos"
"9132","Lavaplatos, cantina"
"9132","Lavaplatos, hotel"
"9132","Lavaplatos, restaurante"
"9153","Lector, medidores"
"2455","Lector, radio o televisión"
"1110","Legislador"
"6141","Leñador"
"7324","Letrista, carteles"
"2444","Lexicógrafo"
"2451","Libretista"
"7416","Ligador, tabaco"
"7442","Lijador, cantos de calzado"
"9120","Limpiabotas"
"7143","Limpiador, cañón de chimeneas"
"9133","Limpiador, en seco/a mano"
"9132","Limpiador, fábricas"
"7143","Limpiador, fachadas/chorro de arena"
"7143","Limpiador, fachadas/chorro de vapor"
"9132","Limpiador, hoteles"
"7224","Limpiador, metales"
"8223","Limpiador, metales/chorro de arena"
"8223","Limpiador, metales/chorro de granalla"
"9132","Limpiador, oficinas"
"9132","Limpiador, restaurantes"
"7143","Limpiador, tuberías"
"9142","Limpiador, vehículos"
"9142","Limpiador, ventanas"
"2444","Lingüista"
"7341","Linotipista"
"3417","Liquidador, reclamaciones/seguros"
"4121","Listero"
"7133","Listonero"
"2451","Literato"
"7343","Litograbador, punteado/imprenta"
"7324","Litógrafo, cerámica decorativa"
"7343","Litógrafo, imprenta"
"3472","Locutor, noticias"
"3472","Locutor, radio"
"3472","Locutor, televisión"
"9162","Loguero"
"5132","Loquero"
"3475","Luchador"
"3132","Luminotécnico, televisión"
"9120","Lustrabotas"
"8112","Machacador, minerales"
"7211","Machero, fundición"
"2332","Maestra, guardería"
"2332","Maestra, nivel superior/enseñanza preescolar"
"2332","Maestra, nivel superior/jardín de la infancia"
"2332","Maestra, nivel superior/párvulos"
"5123","Maestresala"
"5121","Maestresala, servicio doméstico"
"7433","Maestro de aguja y mesa"
"2454","Maestro de ballet"
"5143","Maestro de ceremonias"
"7129","Maestro de obras, edificios/materiales no tradicionales"
"7121","Maestro de obras, materiales tradicionales"
"3320","Maestro, educación preescolar"
"2332","Maestro, guardería"
"3320","Maestro, jardín de infantes"
"3330","Maestro, nivel medio/alumnos físicamente deficientes"
"3330","Maestro, nivel medio/enseñanza especial (ciegos)"
"3330","Maestro, nivel medio/enseñanza especial (deficientes mentales)"
"3330","Maestro, nivel medio/enseñanza especial (enseñanza correctiva)"
"3330","Maestro, nivel medio/enseñanza especial (mudos)"
"3330","Maestro, nivel medio/enseñanza especial (problemas escolares)"
"3330","Maestro, nivel medio/enseñanza especial (sordos)"
"3310","Maestro, nivel medio/enseñanza primaria"
"3310","Maestro, nivel medio/enseñanza primaria (escritura)"
"3310","Maestro, nivel medio/enseñanza primaria (lectura)"
"3320","Maestro, nivel medio/escuela de párvulos"
"2340","Maestro, nivel superior/enseñanza correctiva"
"2340","Maestro, nivel superior/enseñanza especial (ciegos)"
"2340","Maestro, nivel superior/enseñanza especial (deficientes físicos)"
"2340","Maestro, nivel superior/enseñanza especial (deficientes mentales)"
"2340","Maestro, nivel superior/enseñanza especial (mudos)"
"2340","Maestro, nivel superior/enseñanza especial (sordos)"
"2332","Maestro, nivel superior/enseñanza preescolar"
"2331","Maestro, nivel superior/enseñanza primaria"
"2331","Maestro, nivel superior/enseñanza primaria (escritura)"
"2331","Maestro, nivel superior/enseñanza primaria (lectura)"
"2332","Maestro, nivel superior/jardín de la infancia"
"2332","Maestro, nivel superior/párvulos"
"2422","Magistrado"
"2422","Magistrado, tribunal de policía"
"3474","Mago"
"3474","Malabarista"
"9151","Maletero, hotel"
"7432","Mallero"
"2211","Mamalogista"
"7122","Mampostero"
"7122","Mampostero, construcción"
"7122","Mampostero, fachadas"
"7113","Mampostero, monumentos"
"7122","Mampostero, pavimentación"
"5139","Mancebo, farmacia"
"9151","Mandadero"
"8211","Mandrilador, metales"
"5141","Manicura"
"9333","Manipulador, almacenes frigoríficos"
"9333","Manipulador, carga"
"9333","Manipulador, carne"
"9333","Manipulador, fruta"
"9333","Manipulador, grandes almacenes"
"9333","Manipulador, mercado de alimentos"
"9333","Manipulador, mercancías"
"9333","Manipulador, pescado"
"9333","Manipulador, tienda"
"5210","Maniquí"
"7413","Mantequero"
"7413","Mantequillero"
"2452","Maquetista"
"7422","Maquetista, madera"
"5141","Maquillador, cine"
"5141","Maquillador, salón"
"5141","Maquillador, teatro"
"8333","Maquinista de extracción"
"8311","Maquinista, estación de clasificación/locomotoras"
"8311","Maquinista, locomotora"
"8311","Maquinista, locomotora/cantera"
"8311","Maquinista, locomotora/maniobras"
"8311","Maquinista, locomotora/minas"
"8333","Maquinista, puente giratorio"
"8311","Maquinista, tren"
"6141","Marcador, árboles"
"8340","Marinero"
"8340","Marinero calificado"
"8340","Marinero de cubierta"
"8340","Marinero de primera"
"8340","Marinero, barcaza"
"8340","Marinero, barco cablero"
"8340","Marinero, lancha de motor"
"6151","Marisquero"
"7132","Marmolista"
"7221","Martillador"
"7313","Martillador, metales preciosos"
"3417","Martillero, subastas públicas"
"3226","Masajista"
"7411","Matarife"
"7411","Matarife-carnicero"
"2121","Matemático, análisis actuarial"
"2121","Matemático, matemática aplicada"
"2121","Matemático, matemática pura"
"2121","Matemático-analista, investigación operativa"
"7222","Matricero"
"7342","Matricero, imprenta"
"2230","Matrona, nivel superior"
"5121","Mayordomo"
"5111","Mayordomo, barco/jefe"
"5121","Mayordomo, excepto servicio doméstico"
"5121","Mayordomo, hotel o club"
"5121","Mayordomo, residencias"
"5121","Mayordomo, servicio doméstico"
"7233","Mecánico naval"
"7311","Mecánico, aparatos ortopédicos"
"7231","Mecánico, autobuses"
"7231","Mecánico, automóviles"
"7232","Mecánico, aviones"
